,Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,State
183,DOWNTOWN ROYAL HOTEL GRA,https://hotels.ng/hotel/25897-downtown-royal-hotel-gra-lagos,"Ikeja, Lagos - 58b, Oladipo Bateye Street, By Works Road, GRA, Nearest Bus/stop P.W.D. Ikeja, Lagos",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"

Everything went well at the hotel, my room was really spacious and comfortable with lo...",15000.0,6.6,Lagos
184,Paradise Hotel And Garden,https://hotels.ng/hotel/98641-holy-wood-hotel-lagos,"Ikeja, Lagos - Plot 6/8, Alimi Ogunyemi Street, Cinema B/Stop College Road, Ifako Ogba",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,My stay went well...,4000.0,7.1,Lagos
185,Maple Hotel,https://hotels.ng/hotel/27227-maple-cottage-lagos,"Lekki, Lagos - Plot 8 Fatai Idowu Arobieke Street, Off Admiralty Road",https://hotels.ng/hotels-in-lagos/lekki,Lekki," My stay was really nice. I was particularly impressed with their food, it was really nice...",30000.0,6.7,Lagos
186,Glorious Hotel And Suites Nig. Ltd,https://hotels.ng/hotel/998720-glorious-hotel-and-suites-nig-ltd-lagos,"Ikotun, Lagos - 25 Segun Irefin Street, By Synagogue Church Of All Nations (SCOAN), Ikotun Egbe, Lagos State, Nigeria ",https://hotels.ng/hotels-in-lagos/ikotun,Ikotun,"My stay at Glorious Hotel and Suites was a nice one, the staff and members of the managmen...",13000.0,7.8,Lagos
188,Fryburg Suites,https://hotels.ng/hotel/49715-lorient-harbour-lagos,"Victoria Island, Lagos - 5 Amodu Tijani Street, Off Sanusi Fafunwa Street",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"It is a good hotel, very neat and good value for my money. I thought the hotel would have ...",22000.0,7.9,Lagos
190,Inglesias Hotels,https://hotels.ng/hotel/68574-inglesias-hotels-lagos,"Surulere, Lagos - 13 Martins Street, Off Ojuelegba Road, Tejuosho",https://hotels.ng/hotels-in-lagos/surulere,Surulere,"It was an amazing experience, the reception was good.  Comfortable bed and the room was cl...",9000.0,6.8,Lagos
192,Crystal Court Hotel,https://hotels.ng/hotel/45222-crystal-court-hotel-lagos,"Lekki, Lagos - 3 Shakiru Anjorin Street (Road 39)Off Admiralty Road.",https://hotels.ng/hotels-in-lagos/lekki,Lekki,I had a good stay at the hotel. I do not really have much  to complain about the hotel exc...,20000.0,7.7,Lagos
193,Welcome Center Hotels,https://hotels.ng/hotel/32297-welcome-center-hotels-limited-lagos,"Ikeja, Lagos - 70 Murtala Muhammed International Airport Road After Mafoluku Junction Lagos POBox 4749 MMIA Ikeja ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,The hotel was okay. It is located in a calm and quite environment. The room given to me wa...,21950.0,6.5,Lagos
195,Placido's Place,https://hotels.ng/hotel/995690-placidos-place-lagos,"Yaba, Lagos - No 5B Alakija Street,, Jibowu, Yaba",https://hotels.ng/hotels-in-lagos/yaba,Yaba,"Everything was fine, although the first room was not too nice, the second room I was taken...",10000.0,7.9,Lagos
197,Lekki Central Hotel,https://hotels.ng/hotel/81136-beachgate-hotel-and-tour-lagos,"Lekki Phase 2, Lagos - 5/7 Lekki Beach Road, Jakande Roundabout, Lekki-Epe Expressway",https://hotels.ng/hotels-in-lagos/lekki-phase-2,Lekki Phase 2,"A well deserved stay, decent and affordable. it was a cool place. ...",10000.0,6.8,Lagos
201,Greens Manor,https://hotels.ng/hotel/1006178-greens-manor-lagos,"Victoria Island, Lagos - 1 Goriola Street,off Adeola Odeku",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,I enjoyed my stay here. The receptionist was exceptionally nice and her customer service w...,21000.0,7.8,Lagos
202,De Kings Suites,https://hotels.ng/hotel/1005252-de-kings-suites-lagos,"Magodo, Lagos - 12, Dipo Awolesi Str, Opp Magodo Police Poll Magodo, Lagos",https://hotels.ng/hotels-in-lagos/magodo,Magodo,"With very high hopes, I have checked into this hotel and I hope to be satisfied with their...",9000.0,7.0,Lagos
205,Vintage Homes,https://hotels.ng/hotel/1002676-vintage-homes-lagos,"Lekki, Lagos - 9B Dr Ezukuse Close, Off Admiralty Way, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,My stay at the hotel was good. I found the staff to be very friendly and they were swift w...,14500.0,7.0,Lagos
209,Klee Executive Hotel,https://hotels.ng/hotel/68356-klee-executive-hotel-lagos,"Surulere, Lagos - 18, Adeniran Ogunsanya Street",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay was good from the very onset. The hotel staff were accommodating and helpful. They...,5500.0,7.1,Lagos
210,Trendy Inn Limited,https://hotels.ng/hotel/44767-trendy-inn-limited-lagos,"Maryland, Lagos - 13 Adebowale Street, Mende",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"Nice hotel, My stay was good....",10000.0,6.5,Lagos
211,Baylis Suites (Formerly Bay's Suites),https://hotels.ng/hotel/62571-bays-suites-lagos,"Ikeja, Lagos - 58 Toyin Street ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"It is a lovely hotel. I had a lovely time there. The staff were nice, friendly and efficie...",16000.0,7.7,Lagos
212,De Lawrence Court ,https://hotels.ng/hotel/1004251-de-lawrence-court-suites-lagos,"Ikeja, Lagos - 12, Bamishile Street, New World Bus Stop, By Mama Cass Restaurant, Off Allen Avenue Behind Centage Plaza.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,Nice stay....,12000.0,7.1,Lagos
214,J. Gibson Hotel,https://hotels.ng/hotel/1242635-j-gibson-hotels,"Lekki Phase 1, Lagos - No.34 Oyibo Adjarho Street Off Admiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,I was satisfied with my stay at the hotel. Staff were supportive and hospitable....,22000.0,6.7,Lagos
216,JonsLand Castle Hotel,https://hotels.ng/hotel/91364-jonsland-castle-hotel-lagos,"Gbagada, Lagos - 11/13 Oludele FaKunle, Ifako ",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,My stay was fair but management needs to improve on their services....,8635.0,6.2,Lagos
218,Four Points By Sheraton,https://hotels.ng/hotel/49747-four-points-by-sheraton-lagos,"Victoria Island, Lagos - Plot 9/10 Block 2 Oniru Chieftaincy Estate, Lekki Peninsula, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,I really loved my stay there. It made me remember how lovely Nigeria is and how amazing pe...,97850.0,7.6,Lagos
223,Blueseasons Hotel ,https://hotels.ng/hotel/1005752-blueseasons-hotel-lagos,"Surulere, Lagos - No 2 Thomas Animashaun Street, Off Onikoyi Street, Aguda, Surulere, Lagos",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay in this hotel was a pleasant one. The environment was serene and tidy with a large...,7000.0,7.8,Lagos
224,F L Yerima Guest House,https://hotels.ng/hotel/96222-fl-yerima-hotels-suites-lagos,"Festac, Lagos - 23 Road Opposite J Close, Festac Town ",https://hotels.ng/hotels-in-lagos/festac,Festac,Everything was okay though the AC in my room was faulty but it was later fixed. ...,9000.0,7.4,Lagos
225,Becfom Hotels,https://hotels.ng/hotel/93586-becfom-hotels-lagos,"Apapa, Lagos - 1/2, Randle Crescent, Apapa",https://hotels.ng/hotels-in-lagos/apapa,Apapa,"My state was very fine, the receptionist was very jovial, smiled with the guests and was e...",4500.0,7.9,Lagos
226,Suncity Hotels,https://hotels.ng/hotel/48642-suncity-hotels-lagos,"Surulere, Lagos - 44 Karimu Street, Off Itire Road, Towards Ojuelegba",https://hotels.ng/hotels-in-lagos/surulere,Surulere,It was splendid....,10000.0,7.8,Lagos
228,K Royal Hotel,https://hotels.ng/hotel/18988-k-royal-hotel-lagos,"Ikotun, Lagos - 30 Olasani Bello Street Off Omo-Oye",https://hotels.ng/hotels-in-lagos/ikotun,Ikotun,"I had a nice stay at this hotel. The service was top notch, everything was in place and th...",2500.0,6.6,Lagos
235,Banilux Guest House,https://hotels.ng/hotel/1007405-banilux-hotel-lagos,"Yaba, Lagos - 2/8, Chapel Street, Sabo Yaba",https://hotels.ng/hotels-in-lagos/yaba,Yaba,"I loved my stay at this hotel.  My room was clean, organized and  fully air-conditioned. S...",10000.0,7.4,Lagos
239,Double One Suites,https://hotels.ng/hotel/1392249-double-one-suites,"Ikeja, Lagos - 11 Bamako Estate, Hotel Bus-stop Omole Ojodu Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I enjoyed my stay at the hotel and I had a wonderful time .

...",8000.0,7.1,Lagos
240,Ikoyi Fairview Apartments,https://hotels.ng/hotel/73659-fairview-apartments-lagos,"Ikoyi, Lagos - 89 Lafiaji Way Dolphin Estate",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,"I really enjoyed my stay at the hotel. The room was spacious, neat, well arranged, a comfo...",15000.0,7.1,Lagos
245,Peninsula Hotel,https://hotels.ng/hotel/94146-peninsula-hotel-lagos,"Lekki, Lagos - Block 94, Plot 16, Lekki-Epe Expressway, (Providence Street) Lekki, Phase 1 Lagos",https://hotels.ng/hotels-in-lagos/lekki,Lekki,I had a good stay at the hotel. All the services were okay except for the fact that I was ...,90000.0,7.6,Lagos
246,Sunfit International Limited,https://hotels.ng/hotel/43864-sunfit-international-ltd-lagos,"Amuwo-Odofin, Lagos - 327/329 Rafiu Babatunde Tinubu Road, Amuwo Odofin Residential Scheme, Mile2, Lagos",https://hotels.ng/hotels-in-lagos/amuwo-odofin,Amuwo-Odofin,Enjoyed our retreat at the hotel. Rooms were cozy and clean. The hotel has many facilities...,16500.0,6.9,Lagos
250,NSPRI GUEST HOUSE,https://hotels.ng/hotel/95891-nspri-guest-house-lagos,"Yaba, Lagos - 32/38, Barikisu Iyede Street, Abule Oja-Onitiri",https://hotels.ng/hotels-in-lagos/yaba,Yaba,"Wow! This hotel is totally amazing, they have excellent staff, clean water and power suppl...",14500.0,6.7,Lagos
251,Precinct Comfort Services,https://hotels.ng/hotel/19261-precinct-comfort-hotel-lagos,"Yaba, Lagos - 20 Harvey Road Off Herbert Macaulay",https://hotels.ng/hotels-in-lagos/yaba,Yaba,I needed a quiet and clean place to stay in Yaba for a couple of days and this hotel was i...,15000.0,6.8,Lagos
254,Maingate Hotel And Suite,https://hotels.ng/hotel/1005954-maingate-hotel-and-suite-lagos,"Shasha, Lagos - 1, Philip Taiwo Coker Street, Off Shasha-Orisunbare-Ejigbo Rd, Coker Estate, Lagos.",https://hotels.ng/hotels-in-lagos/shasha,Shasha,It was a fun parked experience with everything I need to feel at home was in the room and ...,6500.0,7.3,Lagos
258,Hadmof Inn ,https://hotels.ng/hotel/44938-hadmof-inn-lagos,"Yaba, Lagos - 21 Moore Road Off Herbert Macaulay Way Yaba Mainland",https://hotels.ng/hotels-in-lagos/yaba,Yaba,"I must applaud the efficiency of the hotel's staff all through my stay, they all were very...",13000.0,6.6,Lagos
259,Vicmike Villa Hotel,https://hotels.ng/hotel/67333-vicmikevilla-hotel-lagos,"Festac, Lagos - Plot 65B, G 1 Close 21 Road By 4th Avenue Junction 2nd Avenue ",https://hotels.ng/hotels-in-lagos/festac,Festac,My stay was lovely and complaint-free. Everything I needed was readily available at the ho...,10000.0,7.3,Lagos
265,The Cheery Manor,https://hotels.ng/hotel/58826-the-cheery-manor-lagos,"Ibeju-Lekki, Lagos - Oba Tajudeen Elemosho Street, Oke-Odo, After Greensprings School, Ibeju Lekki",https://hotels.ng/hotels-in-lagos/ibeju-lekki,Ibeju-Lekki,"It was fine. There was actually nothing out of the ordinary in it.

...",10500.0,7.7,Lagos
267,Aries Suites,https://hotels.ng/hotel/79694-aries-suites-lagos,"Ikoyi, Lagos - Plot 2, Block 12, Ogun Street, Osborne Forshore Estate, Ikoyi, Lagos, Nigeria",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,It was a very good and convenient stay for me. The environment was lovely and comfortable....,20000.0,7.2,Lagos
269,Terrace Green Hotels ,https://hotels.ng/hotel/86787-terrace-green-hotels-suites-lagos,"Ajao Estate, Lagos - 12 Olabode Street, Off Muritala Mohammed International Airport Road",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,Wow! What can I say more than I was treated very well. I got a very lovely treat that I wo...,12300.0,6.4,Lagos
270,Brighams Suites Limited,https://hotels.ng/hotel/57254-brighams-suites-limited-lagos,"Festac, Lagos - 1th Avenue,Plot 854 Festac Town",https://hotels.ng/hotels-in-lagos/festac,Festac,Checking in was not timely. My friends and I were delayed a bit before we were allowed to ...,12600.0,7.8,Lagos
271,Bolad Hotel ,https://hotels.ng/hotel/87331-bolad-hotel-lagos,"Gbagada, Lagos - 2 Estaport Street Sholuyi, Egbeda Phase II",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,"I had a very lovely stay at the hotel, the environment was very peaceful and serene. The r...",5000.0,7.2,Lagos
273,Hotel Tropicana,https://hotels.ng/hotel/97638-tropicana-hotel-lagos,"Maryland, Lagos - 22, Ajose Street, Mende",https://hotels.ng/hotels-in-lagos/maryland,Maryland,My stay was fine. ...,6500.0,7.1,Lagos
281,RM Suites,https://hotels.ng/hotel/1391619-rm-suites,"Ikeja, Lagos - 6-8, Ayodele Lane, Off Siyanbola Close, Akora Villas, Adeniyi Jones, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"My stay was at the hotel was great, the hotel's environment was peaceful....",15000.0,7.4,Lagos
287,De Next Centre Resorts Limited,https://hotels.ng/hotel/14823-de-next-centre-resorts-limited-lagos,"Ajao Estate, Lagos - 16/18 Olutosin Ajayi Street, Ajao Estate, Off Muritala Muhammed Int'l Airport Road, Lagos",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,I had a good stay. I found the hotel to be serene and quiet and that was important for me....,8200.0,6.5,Lagos
288,Goosepen Suites Lagos,https://hotels.ng/hotel/1006326-kensington-suites-luxury-extended-stay-suites-lagos,"Victoria Island, Lagos - Plot 19 - 21 Olaletan  Street Off Onigefon Road, Off Ogunyemi Street, Off Palace Road Oniru, V/I.",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"If you are looking for a luxurious, high standard clean place to stay in while in Nigeria,...",45000.0,7.7,Lagos
289,Kolex Hotels,https://hotels.ng/hotel/93981-kolex-hotels-lagos,"Yaba, Lagos - 2 Olufeko Close Off Femi Adebule, Fola Agoro, Shomolu",https://hotels.ng/hotels-in-lagos/yaba,Yaba,"I  enjoyed my stay at the hotel, everything went  well, my room was comfortable, the staff...",4800.0,7.3,Lagos
291,Manyxville Hotels ,https://hotels.ng/hotel/26129-manyxville-hotels-suites-lagos,"Lekki, Lagos - Plot 12 Otunba Adeleke Adesina Street, By Jeremiah Ugwu Street, Off Road 47 Admiralty Way",https://hotels.ng/hotels-in-lagos/lekki,Lekki,I really enjoyed my stay at the hotel. The environment had a good ambiance. The room was c...,34500.0,7.2,Lagos
294,Charlie's Place And Suites,https://hotels.ng/hotel/73995-charlies-place-suites-lagos,"Victoria Island, Lagos - 49 Lasode Crescent, Off Olaniyi Olumide Crescent By Kfc / Mobil House",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"Excellent services,  I was treated well. I enjoyed my stay...",15000.0,7.3,Lagos
300,Hotel Royale,https://hotels.ng/hotel/69787-hotel-royale-lagos,"Isheri, Lagos - 18, Ogun River Road,ojodu Berger",https://hotels.ng/hotels-in-lagos/isheri,Isheri,"I was satisfied with their service, they are customer oriented. The receptionist and the m...",11500.0,6.6,Lagos
310,Esado Suites,https://hotels.ng/hotel/29193-esado-suites-lagos,"Ikeja, Lagos - 16 Olanrewaju Street Off Kudirat Abiola Way, Oregun",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I enjoyed every moment I spent at the hotel. The environment is neat and calm, the staff a...",12000.0,7.0,Lagos
317,Peace Hotels (Annex),https://hotels.ng/hotel/49499-peace-hotels-lagos,"Ikeja, Lagos - Plot 248 Muyibat Oyefusi Crescent, Off Adeyemo Akapo Street, After MRS Station,Omole Phase 1 Off Isheri ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,It was just okay....,7500.0,6.0,Lagos
320,Millicent Hotel And Suites,https://hotels.ng/hotel/16977-millicent-hotel-and-suites-lagos,"Surulere, Lagos - 45B, Ijesha Rd, By Adedeji Bus Stop, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,I had a good stay at the hotel. The environment was cool and clean. The staff were nice an...,9000.0,7.2,Lagos
322,Suru Express Hotel,https://hotels.ng/hotel/37124-suru-express-hotel-lagos,"Surulere, Lagos - Plot 104, Muritala Animashaun Close, By PHCN Quarters Off Adelabu Street",https://hotels.ng/hotels-in-lagos/surulere,Surulere,I had a very nice stay at the hotel. They have definitely stepped up their game from the p...,12500.0,6.3,Lagos
331,Ojei Golden Gate Hotel And Suite ,https://hotels.ng/hotel/43675-ojei-golden-gate-hotel-and-suite-lagos,"Ejigbo, Lagos - 173 Isolo Way Cele Ikotun Egbe B/stop Near Egbe Bridge. ",https://hotels.ng/hotels-in-lagos/ejigbo,Ejigbo,I had a good stay at the hotel.  I had no issues....,4000.0,6.0,Lagos
337,Larex International Hotel,https://hotels.ng/hotel/65627-larex-international-hotel-lagos,"Yaba, Lagos - 75 Shipeolu Street Palmgroove",https://hotels.ng/hotels-in-lagos/yaba,Yaba,The hotel is a good place to be because I enjoyed my stay. The facilities and services at ...,5000.0,6.9,Lagos
343,Virginrose Resorts,https://hotels.ng/hotel/61556-virginrose-resorts-lagos,"Victoria Island, Lagos - Plot 123LA Bishop Oluwole Street P.O Box 75647 ",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"The place was very decent with 24 hours power supply, the food is nice and I enjoyed every...",21000.0,7.6,Lagos
344,Citi Lodge Hotel,https://hotels.ng/hotel/69617-citi-lodge-hotel-lagos,"Lekki, Lagos - 1, Goshen Estate Road, By Elf Bus Stop, Lekki-Epe Expressway, Lekki Peninsula",https://hotels.ng/hotels-in-lagos/lekki,Lekki,My stay was okay....,17000.0,6.6,Lagos
346,Esteem Royal Suites ,https://hotels.ng/hotel/15978-esteem-royal-suites-lagos,"Surulere, Lagos - 16, Ibudwu Street, Off Dire Road",https://hotels.ng/hotels-in-lagos/surulere,Surulere, I enjoyed all the services I paid for at this hotel. This is an experience I will love to...,8000.0,7.4,Lagos
351,Opera Classic Suite Limited ,https://hotels.ng/hotel/73175-opera-classic-suite-limited-lagos,"Amuwo-Odofin, Lagos - Plot 102 Amuwo Odofin Festac Town Link",https://hotels.ng/hotels-in-lagos/amuwo-odofin,Amuwo-Odofin," I have been using the hotel for sometime now, I had a good stay. The hotel's service is r...",7000.0,6.2,Lagos
353,Jonesville Hotel ,https://hotels.ng/hotel/32526-jonesville-hotel-lagos,"Ebute Metta, Lagos - 234, Murtala Mohammed Way, Yaba",https://hotels.ng/hotels-in-lagos/ebute-metta,Ebute Metta,"My stay was awesome, the place is very conducive....",8000.0,7.9,Lagos
358,Wendo Court Apartment,https://hotels.ng/hotel/1008004-wendo-court-apartment-lagos,"Lekki Phase 1, Lagos - 25, Daniyan Natalia Street Former Road 74 Off Oladimeji Alao Street ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,"My stay at the hotel was not bad at all, the hotel's attendants were very nice and friendl...",25000.0,7.5,Lagos
362,BANEX HOTEL AND SUITES,https://hotels.ng/hotel/11266-banex-hotel-and-suites-lagos,"Maryland, Lagos - 60 Olorunlogbon Street,VOM Estate, Near Anthony Police Station Anthony, Maryland",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"I enjoyed my stay at the hotel, the place was very nice and neat. The room was well furnis...",20000.0,7.7,Lagos
365,Bogobiri House ,https://hotels.ng/hotel/95937-bogobiri-house-lagos,"Ikoyi, Lagos - 9 Maitama Sule Street Off Awolowo Road, South-West Ikoyi",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,My stay was pleasant....,33000.0,7.3,Lagos
368,Newton Hotel,https://hotels.ng/hotel/34781-newton-hotel-lagos,"Festac, Lagos - Plot 628A First Avenue Junction.",https://hotels.ng/hotels-in-lagos/festac,Festac,My stay at the hotel was just fine. My check in and check out went well. The customer serv...,8500.0,6.2,Lagos
371,Exquisite Suites And Conference Centre,https://hotels.ng/hotel/1006152-exquisite-suites-and-conference-centre-lagos,"Egbeda, Lagos - Plot 118, E Close, 3rd Avenue, Gowon Estate",https://hotels.ng/hotels-in-lagos/egbeda,Egbeda,My stay was fantastic....,16500.0,7.3,Lagos
373,Jaftel Hotels ,https://hotels.ng/hotel/1002084-jaftel-hotels-suites-lagos,"Ikorodu, Lagos - 35/37 Tinubu Estate Road,off Sagamu Road,Odogunyan Ikorodu",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,"I had an amazing stay, customer support was good....",5500.0,6.8,Lagos
380,Duban International Hotels,https://hotels.ng/hotel/42992-duban-international-hotels-lagos,"Ikeja, Lagos - 63/65 Isheri Road",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,Duban international hotels should be rated 5 Stars already because the hotel's well equipp...,11050.0,7.5,Lagos
382,Lakeem Suites,https://hotels.ng/hotel/96267-lakeem-suites-lagos,"Ikoyi, Lagos - 16 Sunbo Jibowu Off Ribadu, Awolowo Road",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,"Your hotel was beyond my expectation, my stay  was superb. I enjoyed every bit of the hote...",20000.0,6.2,Lagos
388,Sheraton Lagos Hotel,https://hotels.ng/hotel/53245-sheraton-lagos-hotel-lagos,"Ikeja, Lagos - 30 Mobolaji Bank Anthony Way, 21189 Airport Road",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"My stay at Sheraton Lagos Hotel was a wonderful one, the hotel was easy to locate and the ...",72030.0,6.7,Lagos
389,The AHI Residence,https://hotels.ng/hotel/46236-the-ahi-residence-lagos,"Yaba, Lagos - 19 Lawal Street, Off Oweh Street, Jibowu",https://hotels.ng/hotels-in-lagos/yaba,Yaba,My stay at the hotel was very fine. No issues recorded at all. The room was clean and comf...,16500.0,6.0,Lagos
391,The Dover Hotel,https://hotels.ng/hotel/96343-the-dover-hotel-lagos,"Lekki, Lagos - Plot 10 Road 16 Olubunmi Owa Street",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"The food was really good, the rooms were spacious and clean. The hotel is well secured and...",27000.0,7.7,Lagos
398,Golden Palm Resort And Hotel,https://hotels.ng/hotel/52815-golden-palm-resort-and-hotel-lagos,"Lekki Phase 2, Lagos - No. 23 Platinum Way Off Lekki Epe Express, Jakande Between Femi Okunu And Nicon Town Estate Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-2,Lekki Phase 2,"

My stay at the hotel was good, the hotel was beautiful and clean. I was given a warm r...",15000.0,6.8,Lagos
402,Ccise Court Hotel,https://hotels.ng/hotel/54635-ccise-court-hotel-lagos,"Ikeja, Lagos - 308 Titilayo Street Omole Phase 1",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,I had a good stay but there was no water in the bathroom and I had to wait for a very long...,9000.0,6.8,Lagos
424,Zasarii Di Lusso,https://hotels.ng/hotel/41839-zasarii-di-lusso-lagos,"Lekki, Lagos - 13 Cornlius Odinjor Crescent, Off Hameed Kasumu Street Chevyview Estate Chevron Drive",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"I really enjoyed my stay, coupled with the fact that the hotel was well secured and there ...",20000.0,7.4,Lagos
438,Nostro Suites 1,https://hotels.ng/hotel/13639-nostro-suites-1-lagos,"Lekki, Lagos - Block 86 Plot 16A, Dr Adewale Oshin Street, Off Prince Bode Adebowola Crescent, Road 55A Via Fola Osibo",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"My stay was not bad, there were no surprising factors but the hotel was pretty decent. The...",11500.0,7.4,Lagos
446,BWC Hotel ,https://hotels.ng/hotel/86625-best-western-the-island-hotel-lagos,"Victoria Island, Lagos - Plot 1228, Ahmadu Bello Way, Bar Beach",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,My stay at BWC Hotel went very well....,35750.0,7.0,Lagos
448,JCB INN AND HALL,https://hotels.ng/hotel/56974-veneto-hotel-hall-limited-lagos,"Ojodu, Lagos - No 4, Noble Close, Omole Layout, Opposite NNPC Mega Filling Station By Hotel Bus Stop.",https://hotels.ng/hotels-in-lagos/ojodu,Ojodu,"Good stay, my stay was very fine, very good rooms, clean and comfortable. Very affordable....",9000.0,6.3,Lagos
458,Bleu Ivy Hotel And Suites,https://hotels.ng/hotel/1000941-bleu-ivy-hotel-and-suites-lagos,"Ikeja, Lagos - 64,oduduwa Way, Off Isaac John Street, Ikeja G.R.A",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,The location of this hotel was perfect and the environment was very neat and conducive. Th...,18000.0,7.6,Lagos
468,RT 24 Hotel,https://hotels.ng/hotel/995689-rt-24-hotel-lagos,"Ikeja, Lagos - 24 Abiodun Sobajo Street, Off Bayo Ajayi Street, Agidingbi (Opp, Fela African Shrine), Agidingbi",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The room was spacious, neat, well arranged, a comfortable bed with nice fragrance emanatin...",10500.0,6.8,Lagos
470,Carliza Hotel ,https://hotels.ng/hotel/45722-carliza-hotel-lagos,"Apapa, Lagos - 3C Marine Road  By Liverpool",https://hotels.ng/hotels-in-lagos/apapa,Apapa,My stay was really fine. I gt to stay in the hotel for four days. The hotel provided good ...,25000.0,7.1,Lagos
479,Royal Emerald Hotel,https://hotels.ng/hotel/34475-royal-emerald-hotel-lagos,"Lekki, Lagos - 8, Harmony Crescent, Agungi",https://hotels.ng/hotels-in-lagos/lekki,Lekki,My stay was satisfactory....,12000.0,6.6,Lagos
485,Eagles Park 1960 Hotel,https://hotels.ng/hotel/79261-eagles-park-1960-hotel-lagos,"Ikeja, Lagos - 7, Obokun Close Off Dipeolu Street, Allen Junction, Awolowo Way",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The place was very nice, there was a flatscreen television, cable and internet connection....",13000.0,7.8,Lagos
486,Double A Suite And Lounge,https://hotels.ng/hotel/1008870-double-a-suite-and-lounge-lagos,"Lekki Phase 1, Lagos - 3 Gabby Adeosun Street Off Admiralty Way",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,My stay was smooth and peaceful. I was pleased with the facilities and services at the hot...,20000.0,7.3,Lagos
496,Lagos Travel Inn,https://hotels.ng/hotel/77247-lagos-travel-inn-lagos,"Ikeja, Lagos - 39, Toyin Street",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,The hotel is a good place to be because I enjoyed my stay. The facilities and services at ...,19500.0,6.8,Lagos
500,De Oasis By Glinses Suites ,https://hotels.ng/hotel/14611-de-oasis-byglinses-suites-lodge-lagos,"Agbara, Lagos -  Plot C2/9A Ilaro Road, Agbara Industrial Estate",https://hotels.ng/hotels-in-lagos/agbara,Agbara,The hotel has improved generally since the last time I was there. They have really improve...,13000.0,6.9,Lagos
502,Seagul Hotel Limited,https://hotels.ng/hotel/15254-seagull-hotel-limited-lagos,"Isolo, Lagos - 13 Dele Ashiru Street Cresent Ire Akari Estate.",https://hotels.ng/hotels-in-lagos/isolo,Isolo,My stay was very okay....,6500.0,7.7,Lagos
507, Hotel 1960 (Prince Of Anthony),https://hotels.ng/hotel/13458-prince-of-anthony-lagos,"Anthony, Lagos - No. 27, Oyedele Oguniyi Street, ",https://hotels.ng/hotels-in-lagos/anthony,Anthony,I stayed a weekend at the hotel and it was wonderful. I was welcomed cheerfully by the sec...,10000.0,7.7,Lagos
